Mots
Occurrence
coin,1
cherchez,1
albuquerque,1
conduirai,1
déplace,2
appeler,2
téléphone,2
empêchement,1
devoir,1
rêvé,1
près,1
minutes,1
coincé,1
enfoiré,1
bordel,1
réfléchissez,1
patron,1
bonsoir,1
